,TCGA-4Z-AA7R-01
ABO3g,0.2610196412516516
ABO4g,0.2610196412516516
ABO5g,0.2610196412516516
ABO6g,0.2610196412516516
ABO7g,0.2610196412516516
ABO8g,0.2610196412516516
ABO9g,0.2610196412516516
ABTArm,3.249571746868812
ABTD,0.0
ABTti,0.0
ABUTD,23.22579434638565
ABUTt2r,5.431080898989712
ABUTt2rL,5.431080898989712
ABUTt4_2_r,0.6192280436662062
ACACT10m,67.43542840374664
ACACT1r,25.9069119818891
ACACT1rm,18.450266776169556
ACACT1x,25.9069119818891
ACACT4p,63.61725993572472
ACACT5p,63.61725993572472
ACACT6p,63.61725993572472
ACACT7p,63.61725993572472
ACACT8p,63.61725993572472
ACACT9p,63.61725993572472
ACACt2,25.023692931390467
ACACt2m,25.023692931390467
ACACtx,0.0
ACALDt,0.0
ACALDtm,0.0
ACALDtr,0.0
ACALDtx,0.0
ACCOAC,4.519402873404371
ACCOACm,1.3990159413996752
ACCOAL,8.704049773863392
ACCOALm,2.196931189470261
ACCOAgt,7.604766811505742
ACCOAtn,0.0
ACCOAtr,7.604766811505742
ACETONEt2,120.01609078418608
ACETONEt2m,25.023692931390467
ACGAGBSIDEtg,0.0
ACGAGBSIDEtl,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0
ACGALK,3.46853448598808
ACGALK2,0.0
ACGALtlg,0.0
ACGALtly,0.0
ACGAM2E,39.310500766471854
ACGAM6PSi,80.41027076178415
ACGAMK,94.74262322354929
ACGAMPM,10.551153429576058
ACGAMtly,0.0
ACGBGBSIDEtg,0.0
ACGBGBSIDEtl,0.0
ACGPID,0.661740637493718
ACGSm,22.48204410873168
ACHEe,1.7067061391322558
ACHVESSEC,0.0
ACHtn,0.0
ACITL,122.55711164568228
ACN13ACNGALGBSIDEte,0.0
ACN13ACNGALGBSIDEtg,0.0
ACN23ACNGALGBSIDEte,0.0
ACN23ACNGALGBSIDEtg,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0
ACNACNGALGBSIDEte,0.0
ACNACNGALGBSIDEtg,0.0
ACNAM9PL,18.37216245441935
ACNAM9PL2,18.37216245441935
ACNAMPH,49.79377298277791
ACNAMlt,7.045491366271159
ACNAMtn,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0
ACNMLr,0.0
ACOAD10m,22.389371677771347
ACOAD1fm,29.908730679692198
ACOAD8m,62.93093552513685
ACOAD9m,28.657905514556226
ACOAHi,0.0
ACOAO7p,29.851882295278944
ACOATA,213.4749622271603
ACODA,129.03539307200376
ACONT,10.497634687066217
ACONTm,38.574950688844794
ACOX22x,0.12206478127420285
ACOX2x,0.12206478127420285
ACP1_FMN_,97.18038385012686
ACRNtm,3.3778119430731
ACS,8.704049773863392
ACS2,8.704049773863392
ACSOMT,0.0
ACSRTNMT,0.0
ACSm,2.196931189470261
ACTLMO,0.104947928396764
ACTNMO,0.104947928396764
ACYP,20.05030752841327
ACt2m,0.0
ACt2r,0.0
ACtg,0.0
ADA,5.8727019310525375
ADAe,5.8727019310525375
ADCim,0.0
ADEt,37.42115640297481
ADEtl,4.436417786043894
ADHAPtx,0.0
ADK1,37.478471092686526
ADK1m,37.478471092686526
ADK3,0.04240543098051587
ADK3m,12.939907695019107
ADKd,0.04240543098051587
ADMDC,11.909119708125367
ADNCYC,27.807394734702626
ADNK1,0.30500922221178856
ADNK1m,0.0
ADNK3,0.30500922221178856
ADNK4,0.30500922221178856
ADNt,97.9465176492233
ADNt4,0.12850122193410976
ADNtl,4.436417786043894
ADNtm,97.9465176492233
ADPACDAc,0.0
ADPACTD,0.0
ADPCOACROT,8.021757762503556
ADPCOAPTE,16.571874505704223
ADPGLC,68.81102978555816
ADPMAN,68.81102978555816
ADPRDP,68.81102978555816
ADPRDPm,8.505590510880586
ADPRIBt,0.07861853297605807
ADPT,656.4945076911653
ADPtx,0.0
ADRNCOAtx,0.0
ADRNCPT1,67.42529924047491
ADRNCPT2,26.16287433945713
ADRNCRNt,3.3778119430731
ADRNLPVESSEC,0.017078413611513986
ADRNt,0.0
ADSELK,9.282761840818663
ADSK,9.282761840818663
ADSL1,49.72550690534707
ADSL2,49.72550690534707
ADSS,16.252290774369797
AFLATOXINte,0.0
AG13T10g,34.01221520127853
AG13T11g,34.01221520127853
AG13T12g,34.01221520127853
AG13T13g,34.01221520127853
AG13T14g,34.01221520127853
AG13T15g,34.01221520127853
AG13T16g,34.01221520127853
AG13T17g,34.01221520127853
AG13T18g,34.01221520127853
AG13T1g,34.01221520127853
AG13T2g,34.01221520127853
AG13T3g,34.01221520127853
AG13T4g,34.01221520127853
AG13T5g,34.01221520127853
AG13T6g,34.01221520127853
AG13T7g,34.01221520127853
AG13T8g,34.01221520127853
AG13T9g,34.01221520127853
AGDC,15.86949608604467
AGLPC,0.0
AGLPED,0.0
AGLPET,0.0
AGLPH,0.0
AGLPR,0.0
AGLPT,0.0
AGMTm,4.003240661967523
AGPAT1,83.03398762557224
AGPRim,22.371653946741663
AGPSx,12.077731049129861
AGPex,0.0
AGTim,0.0
AGTix,0.0
AHANDROSTANGLCte,8.689332890225701
AHANDROSTANGLCtr,0.0
AHC,97.39844466455423
AHCYStd,0.0
AHCYSte,0.0
AHCYStn,0.0
AHCYStr,0.0
AHEXASE2ly,68.64619095268307
AHEXASEly,68.64619095268307
AICART,40.32351310582715
AICARte,0.0
AIRCr,63.16225697973747
AK2LGCHOLt,0.0
AKGDm,5.2793300204129725
AKGMALtm,234.53825358997622
AKGt4_3,0.9210455548157755
AKGtp,0.0
AKR1C1,1.8697771438170359
AKR1C41,0.2508991008950653
AKR1C42,0.2508991008950653
AKR1D,0.0315124966368875
AKR1D2,0.0315124966368875
ALAALACNc,68.34275657433736
ALAALAPEPT1tc,0.6941696863113683
ALAASNNaEx,97.79721188062172
ALAATB0tc,1.2390799961085863
ALACYSNaEx,97.79721188062172
ALADGLNexR,2.8572754391275383
ALADGLYexR,2.8572754391275383
ALAGLNNaEx,97.79721188062172
ALAGLNexR,2.8572754391275383
ALAGLYexR,2.8572754391275383
ALAR,0.0
ALASERNaEx,97.79721188062172
ALASm,314.1245139665645
ALATA_L,43.719712735627525
ALATHRNaEx,97.79721188062172
ALA_DASH_DTDe,0.0
ALAt2r,5.431080898989712
ALAt2rL,5.431080898989712
ALAt4,142.65179085117236
ALAtN1,2.9039770911361145
ALAyLATthc,12.46044847517823
ALCD1,119.9101383696118
ALCD21_D,119.9101383696118
ALCD21_L,119.9101383696118
ALCD22_D,119.9101383696118
ALCD22_L,119.9101383696118
ALCD2if,119.9101383696118
ALCD2yf,135.70666367432094
ALDD20x,84.5444319418269
ALDD20xm,422.9521331545349
ALDD21,84.5444319418269
ALDD2x,422.9521331545349
ALDD2xm,422.9521331545349
ALDD2y,422.9521331545349
ALDSTRNte,0.0
ALDSTRNtm,0.0
ALKP,1.7544322332785798
ALOX12,12.763564228112529
ALOX12R,0.043454910906259483
ALOX15,23.908867567752672
ALOX5,15.034436367900398
ALOX52,15.034436367900398
ALR2,182.5163889129232
ALR3,182.5163889129232
AMACR2p,10.150932443792428
AMACR2r,10.150932443792428
AMACRp,10.150932443792428
AMACRr,10.150932443792428
AMANK,94.74262322354929
AMCOXO,0.0
AMETr,0.0
AMETt2m,0.8615325065980841
AMETtd,0.0
AMETtn,0.0
AMPDA,55.64230211596093
AMPTASECG,18.719824422142263
AMPTASECGe,18.719824422142263
AMPtp,0.0
AMPtr,0.0
AMY1e,51.26324645210244
AMY2e,51.26324645210244
ANDRSTRNGLCte,8.689332890225701
ANDRSTRNGLCtr,0.0
ANDRSTRNte,0.0
ANDRSTRNtr,0.0
ANTHte,0.0
ANTIPYRENEte,0.0
AOBUTDsm,0.0
AP4AH1,23.87223227138373
APAT2rm,3.249571746868812
APNNOXte,0.0
APOCF,0.0
APOCFm,0.0
APOC_LYS_BTNP,0.0
APOC_LYS_BTNPm,0.0
APPNNte,0.0
APRGSTRNte,0.0
APRTO2,4.273914069093161
AQCOBALt,0.0
ARABR,182.5163889129232
ARAB_Lt,0.0
ARACHCOAtx,0.0
ARACHCPT1,67.42529924047491
ARACHCPT2,26.16287433945713
ARACHCRNt,3.3778119430731
ARACHDCOAtx,0.0
ARACHDt2,11.872200008267429
ARACHDtr,0.0
ARACHFATPc,0.0
ARACHt,0.0
ARGATB0tc,1.2390799961085863
ARGDCm,0.0
ARGLYSex,12.46044847517823
ARGN,0.058521196158796175
ARGNm,16.85960426155726
ARGSL,7.594337802965652
ARGSS,67.03641916410301
ARGt4,1.2390799961085863
ARGtiDF,15.022256113847725
ARGtm,26.266904188927608
ARSA,292.3999416665857
ARTCOAL1,0.0
ARTCOAL2,0.0
ARTCOAL3,0.0
ARTFR11,0.0
ARTFR12,0.0
ARTFR207,0.0
ARTFR31,0.0
ARTFR51,0.0
ARTPLM1,0.0
ARTPLM1m,0.0
ARTPLM2,0.0
ARTPLM2m,0.0
ARTPLM3,0.0
ARTPLM3m,0.0
ASAH1,42.11304121153401
ASCBOX,0.0
ASCBSVCTtc,2.9889388669681263
ASCBt,0.0
ASCBt4,2.9889388669681263
ASNALANaEx,97.79721188062172
ASNATB0tc,1.2390799961085863
ASNCYSNaEx,97.79721188062172
ASNGLNNaEx,97.79721188062172
ASNNm,3.9192386673440938
ASNPHELAT2tc,2.6362162000648293
ASNS1,45.29674679438778
ASNSERNaEx,97.79721188062172
ASNTHRNaEx,97.79721188062172
ASNt4,142.65179085117236
ASNtN1,2.9039770911361145
ASNtm,0.0
ASP1DC,7.224420600850185
ASPCTr,49.09342330303927
ASPDTDe,0.0
ASPDt6,4.368600486377766
ASPDxt,0.0
ASPGLUm,4.584802882582324
ASPNATm,0.0
ASPPROASCT1,12.937381334123067
ASPTA,9.921111937881461
ASPTAm,92.10444414354893
ASPt6,4.368600486377766
ASPte,0.0
ATP1ter,0.0
ATP2ter,0.0
ATPH1e,37.930589845310344
ATPH2e,37.930589845310344
ATPS4m,5.895933236740709
ATPasel,28.84482649722941
ATPtm,1641.4360307389202
ATPtn,0.0
ATPtx,0.0
AVITE1t,0.2729958899060229
A_MANASE,71.55268773191541
A_MANASEly,129.7883198341338
Asn_X_Ser_Thrtr,0.0
B3GALT3g,14.869956234039677
B3GALT41g,86.24095499426367
B3GALT42g,86.24095499426367
B3GALT43g,86.24095499426367
B3GALT44g,86.24095499426367
B3GALT5g,0.016831958763218944
B3GALTg,0.0
B3GNT11g,13.223737243588845
B3GNT12g,13.223737243588845
B3GNT310g,25.17371375214816
B3GNT311g,25.17371375214816
B3GNT312g,25.17371375214816
B3GNT313g,25.17371375214816
B3GNT314g,25.17371375214816
B3GNT315g,25.17371375214816
B3GNT31g,25.17371375214816
B3GNT32g,25.17371375214816
B3GNT33g,25.17371375214816
B3GNT34g,25.17371375214816
B3GNT35g,25.17371375214816
B3GNT36g,25.17371375214816
B3GNT37g,25.17371375214816
B3GNT39g,25.17371375214816
B3GNT51g,53.7515226039166
BAAT1x,0.11336423558559633
BAAT2x,0.11336423558559633
BAAT4x,0.11336423558559633
BACCL,1.8409955043780104
BACCLm,1.8409955043780104
BALABETAtc,17.17169869687623
BALAPAT1tc,5.431080898989712
BALAVECSEC,0.0
BALAtmr,0.0
BAMPPALDOX,84.5444319418269
BAMPPALDOXm,422.9521331545349
BBHOX,0.04511059271218215
BCDO,0.0
BCRNe,0.0
BDG2HCGHD,0.0
BDHm,40.98498545380981
BDMT_U,8.45891374921293
BETALDHxm,0.4643771659431331
BHBt,0.0
BHBtm,0.0
BHMT,18.418515786378087
BIDGLCURr,0.0967392045762764
BILDGLCURt,0.018179680758522776
BILDGLCURte,20.379663682565123
BILDGLCURtr,0.0
BILGLCURt,0.018179680758522776
BILGLCURte,8.689332890225701
BILGLCURtr,0.0
BILIRED,18.389602643104435
BILIRUBt2,0.018179680758522776
BILIRUBtr,0.0
BIOCYTtn,0.0
BMTer_U,3.747666265568264
BPNT,23.167856623496718
BPNT2,23.167856623496718
BTND1,6.993482253927826
BTND1n,6.993482253927826
BTNDe,6.993482253927826
BTNDm,6.993482253927826
BTNPL,1.8409955043780104
BTNPLm,1.8409955043780104
BTNTe,0.0
BTNt2,25.023692931390467
BTNt2m,25.023692931390467
BTNt3i,60.73533333426195
BTNt4i,0.06108173734719765
BTNtn,0.0
BUP2,0.0
BUTt2m,25.023692931390467
BUTt2r,25.023692931390467
BZt,0.0
BZtr,0.0
B_MANNASEly,4.158626323205719
C100CPT1,67.42529924047491
C101CPT1,67.42529924047491
C101CRNe,0.0
C102CPT1,67.42529924047491
C10CRNe,0.0
C10DCCACT,3.3778119430731
C10DCc,67.42529924047491
C10DCe,0.0
C10OHc,67.42529924047491
C120CPT1,67.42529924047491
C121CPT1,67.42529924047491
C12DCACOT,16.571874505704223
C12DCACT,0.0
C12DCTD,0.0
C12DCe,0.0
C12OHc,67.42529924047491
C141ACBP,497.9888325442382
C141CPT1,67.42529924047491
C141OHc,67.42529924047491
C141OHe,0.0
C142ACBP,497.9888325442382
C142CPT1,67.42529924047491
C142OHc,67.42529924047491
C142OHe,0.0
C14OHc,67.42529924047491
C14STRr,311.951772752064
C160CPT1,67.42529924047491
C160CPT2,26.16287433945713
C160CRNt,3.3778119430731
C161CPT1,67.42529924047491
C161CPT12,67.42529924047491
C161CPT2,26.16287433945713
C161CPT22,26.16287433945713
C161CRN2t,3.3778119430731
C161CRNt,3.3778119430731
C161OHc,67.42529924047491
C162ACBP,497.9888325442382
C162OHc,67.42529924047491
C162OHe,0.0
C16DCc,67.42529924047491
C16DCe,0.0
C16OHc,67.42529924047491
C16txc,21.5579107434334
C180CPT1,67.42529924047491
C180CPT2,26.16287433945713
C180CRNt,3.3778119430731
C181CPT1,67.42529924047491
C181CPT2,26.16287433945713
C181CRNt,3.3778119430731
C181OHc,67.42529924047491
C182OHc,67.42529924047491
C18OHc,67.42529924047491
C204CPT1,67.42529924047491
C204CPT2,26.16287433945713
C204CRNt,3.3778119430731
C226COAtx,0.0
C226CPT1,67.42529924047491
C226CPT2,26.16287433945713
C226CRNt,0.0
C2M26DCOAHLm,67.43542840374664
C2M26DCOAHLx,119.03916390358826
C2tcx,3.3778119430731
C30CPT1,67.42529924047491
C3DCe,0.0
C3STDH1Pr,15.33717324965552
C3STDH1r,15.33717324965552
C40CPT1,67.42529924047491
C4CRNCPT2,26.16287433945713
C4CRNe,0.0
C4DCCACT,3.3778119430731
C4DCe,0.0
C4OHc,67.42529924047491
C4STMO1r,0.0
C4STMO2Pr,15.33717324965552
C4STMO2r,15.33717324965552
C4tcx,3.3778119430731
C4tmc,3.3778119430731
C4x,8.021757762503556
C50CPT1,67.42529924047491
C51CPT1,67.42529924047491
C5DCe,0.0
C60CPT1,67.42529924047491
C6COAt,8.021757762503556
C6CRNe,0.0
C6CRNtcx,3.3778119430731
C6DCCACT,3.3778119430731
C6DCc,67.42529924047491
C6DCe,0.0
C80CPT1,8.021757762503556
C81CPT1,67.42529924047491
C81CRNe,0.0
C8DCc,67.42529924047491
C9BRxtc,3.3778119430731
CAATPS,17.032155603703607
CAMPt,4.4525274021534855
CAROtr,0.0
CARPEPT1tc,0.6941696863113683
CARVEOLte,0.0
CARhPTtc,6.081263016063877
CAT2p,72.51344338450447
CATm,72.51344338450447
CATp,72.51344338450447
CAt7r,0.6524958953473967
CBASPte,0.0
CBL2OR,0.0
CBL2tm,2.398124983758632
CBLATm,2.398124983758632
CBPPer,173.41252206344086
CBPS,49.09342330303927
CBPSam,0.06501903123413456
CBPter,0.0
CBR1,391.21693638376024
CBR2,391.21693638376024
CDIPTr,190.97963167466358
CDPDAGtm,0.0
CDS,7.468111569015345
CDSm,7.468111569015345
CEPTC,8.36974997090641
CEPTE,4.607262136116013
CERK,10.140187724214039
CERT1gt,1.973002698730528
CERT1rt,1.973002698730528
CERT2gt,1.973002698730528
CERT2rt,1.973002698730528
CGLYt3_2_,2.304068644191143
CGMPt,4.4525274021534855
CH25H,24.86827841422857
CHAT,0.0
CHATn,0.0
CHLP,0.0
CHLPCTD,3.408961830812763
CHLtm,0.0
CHOLATEt,0.11009250546666048
CHOLATEt2,10.631422352666796
CHOLATEt3,20.379663682565123
CHOLD2m,2.3840011066055453
CHOLESACATc,4.787106990528747
CHOLESTTDe,0.0
CHOLESTle,2.795006430094915
CHOLK,24.411112725016388
CHOLPtg,0.0
CHOLPtl,0.0
CHOLt4,0.04766736868877082
CHOLtg,0.0
CHOLtn,0.0
CHOLtr,0.0
CHOLtu,4.582285237609415
CHSTEROLSULT,157.1415906397719
CHSTEROLt,2.1923077075011617
CHSTEROLt1,35.6871420333639
CHSTEROLt2,0.0
CHSTEROLt3,0.0
CHSTEROLtg,2.1923077075011617
CHSTEROLtrc,0.0
CHTNASE,28.15748846982708
CHTNASEe,0.0
CITMCOAHm,0.0
CITMCOALm,0.0
CITRtm,26.266904188927608
CITt4_2,0.08021093710690276
CITt4_4,0.0
CITtam,471.2886141841674
CITtbm,471.2886141841674
CK,150.59320582093162
CKc,576.2124459135488
CLFORtex,0.0114516238609265
CLHCO3tex2,19.09923394554906
CLI2tex,0.0114516238609265
CLOHtex2,19.09923394554906
CLOXAtex2,19.09923394554906
CLPNDCOAtx,0.0
CLPNDCPT1,67.42529924047491
CLPNDCPT2,26.16287433945713
CLPNDCRNt,3.3778119430731
CLPNDt,0.0
CLS_hs,17.157326412151587
CMPACNAtg,6.578750005819344
CMPACNAtn,0.0
CMPSAS,43.10252901572049
CMPSASn,43.10252901572049
CO2t,0.0
CO2ter,0.0
CO2tg,0.0
CO2tm,0.0
CO2tn,0.0
CO2tp,0.0
COAtg,0.0
COAtl,0.0
COAtm,2.8982878789398248
COAtn,0.0
COAtp,0.0
COAtr,0.0
COKECBESr,29.74951267652197
COQ3m,6.335124747214433
COQ5m,0.0
COQ6m,26.5819419080714
COQ7m,17.657309784290504
CORE2GTg,1.7357454187872512
CORE3GTg,0.0
CORE4GTg,1.7357454187872512
CORE5GTg,0.0
CORE6GTg,1.0057528426629014
CORE7GTg,0.0
CORE8GTg,0.0
COUCOAFm,0.0
COUMARINte,0.0
COt,0.0
CPCTDTX,3.408961830812763
CPPPGO,16.825698294463447
CREATt4_2_r,366.06277281896416
CREATtmdiffir,0.0
CRMPte,0.0
CRNCAR3tp,0.0
CRNCARtp,99.35239409465626
CRNrtx,0.0
CRNt,4.582285237609415
CRNtHa,0.13157067351739474
CRNtim,3.3778119430731
CRNtuNa,4.582285237609415
CRNtx,0.0
CRTNsyn,0.0
CRTSLt,0.0
CRTSLtm,0.0
CRTSLtr,0.0
CRTSTRNt,0.0
CRTSTRNtm,0.0
CRTSTRNtr,0.0
CRVNCtr,0.0
CSAPASEly,0.0
CSBPASEly,0.0
CSCPASEly,0.0
CSDPASEly,0.0
CSEPASEly,0.0
CSNAT2m,99.35239409465626
CSNAT2x,99.35239409465626
CSNAT3x,99.35239409465626
CSNATer,99.35239409465626
CSNATm,99.35239409465626
CSNATp,99.35239409465626
CSNATr,99.35239409465626
CSND,0.0
CSNt,37.42115640297481
CSPG_At,0.0
CSPG_Atly,0.0
CSPG_Bt,0.0
CSPG_Btly,0.0
CSPG_Ct,0.0
CSPG_Ctly,0.0
CSPG_Dt,0.0
CSPG_Dtly,0.0
CSPG_Et,0.0
CSPG_Etly,0.0
CSm,112.34397919699431
CTPS1,5.387429475143484
CTPS2,5.387429475143484
CTPtn,0.0
CYANt,0.0
CYANtm,0.0
CYOOm2,40.382373958008316
CYOOm3,0.0
CYOR_u10m,40.382373958008316
CYSALANaEx,97.79721188062172
CYSASNNaEx,97.79721188062172
CYSATB0tc,1.2390799961085863
CYSGLNNaEx,97.79721188062172
CYSGLTH,0.0
CYSGLUexR,28.485499553692087
CYSGLYexR,2.8572754391275383
CYSLYSL,0.0
CYSO,0.0
CYSPHELAT2tc,2.6362162000648293
CYSSERNaEx,97.79721188062172
CYSSNAT5tc,2.9039770911361145
CYSTA,9.921111937881461
CYSTALArBATtc,0.07111121107661522
CYSTAm,92.10444414354893
CYSTGL,6.3568738745378415
CYSTGLUex,2.8196818364322205
CYSTHRNaEx,97.79721188062172
CYSTLEUrBATtc,0.07111121107661522
CYSTS,79.91117667777853
CYSTSERex,0.07111121107661522
CYSt4,142.65179085117236
CYStec,15.893283691772373
CYTD,0.17482914355797374
CYTDK1,34.81047966010055
CYTDK2m,0.0
CYTDn,0.0
CYTDt,97.9465176492233
CYTDt4,0.12850122193410976
CYTDtl,4.436417786043894
CYTDtm,97.9465176492233
CYTDtn,0.0
CYTK1,37.54675355000604
CYTK10,37.54675355000604
CYTK10n,37.54675355000604
CYTK11,37.54675355000604
CYTK11n,37.54675355000604
CYTK12,37.54675355000604
CYTK12n,37.54675355000604
CYTK13,37.54675355000604
CYTK13n,37.54675355000604
CYTK14,37.54675355000604
CYTK14n,37.54675355000604
CYTK1m,7.675614963637573
CYTK1n,37.54675355000604
CYTK2,37.54675355000604
CYTK2n,37.54675355000604
CYTK3,0.04240543098051587
CYTK3n,37.54675355000604
CYTK4,0.04240543098051587
CYTK4n,37.54675355000604
CYTK5,37.54675355000604
CYTK5n,37.54675355000604
CYTK6,37.54675355000604
CYTK6n,37.54675355000604
CYTK7,37.54675355000604
CYTK7n,37.54675355000604
CYTK8,37.54675355000604
CYTK8n,37.54675355000604
CYTK9,37.54675355000604
CYTK9n,37.54675355000604
Coqe,0.0
D3AIBTm,0.0
DADA,5.8727019310525375
DADAe,5.8727019310525375
DADNK,0.0
DADNt4,37.42115640297481
DAGK_hs,37.22469895350235
DAGKn_hs,22.31505113690464
DAG_HSter,0.0
DAGt,0.0
DALAOXx,0.0
DALAt2r,5.431080898989712
DALAt2rL,5.431080898989712
DALAxt,0.0
DARGOp,0.0
DASCBH,0.0
DASCBR,11.810482564449766
DASPO1p,0.4128043016001503
DATPtm,0.0
DATPtn,0.0
DCATDc,9.8816093777917
DCATDr,0.0
DCIm,0.0
DCK1m,0.0
DCK1n,15.182517383343225
DCK2n,15.182517383343225
DCMPDA,24.126835193842545
DCSPTN1COAtx,0.0
DCSPTN1COAtxc,0.0
DCSPTN1CPT1,67.42529924047491
DCSPTN1CPT2,26.16287433945713
DCSPTN1CRNt,3.3778119430731
DCSPTN1t,0.0
DCT,0.0
DCTPtm,0.0
DCTPtn,0.0
DCYTD,0.17482914355797374
DCYTDn,0.0
DCYTt,37.42115640297481
